Genotype,Species.abbreviation,Species,Sex,Hours
per23,per,persimilis,male,1236.183333
per23,per,persimilis,male,1236.183333
per23,per,persimilis,male,1296.352639
per23,per,persimilis,male,1296.352639
per23,per,persimilis,male,1296.352639
per23,per,persimilis,male,1296.352639
per23,per,persimilis,male,1344.7225
per23,per,persimilis,male,1344.7225
per23,per,persimilis,male,1344.7225
per23,per,persimilis,male,1344.7225
per23,per,persimilis,male,1404.402639
per23,per,persimilis,male,1404.402639
per23,per,persimilis,male,1404.402639
per23,per,persimilis,male,1404.402639
per23,per,persimilis,male,1404.402639
per23,per,persimilis,male,1463.744028
per23,per,persimilis,male,1463.744028
per23,per,persimilis,male,1571.505556
per23,per,persimilis,male,1571.505556
per23,per,persimilis,male,1571.505556
per23,per,persimilis,male,1571.505556
pse217,pse,pseudoobscura,female,206.58652778
pse217,pse,pseudoobscura,female,206.58652778
pse217,pse,pseudoobscura,female,206.58652778
pse217,pse,pseudoobscura,female,241.65
pse217,pse,pseudoobscura,female,288.0381944
pse217,pse,pseudoobscura,female,288.0381944
pse217,pse,pseudoobscura,female,395.9773611
pse217,pse,pseudoobscura,female,395.9773611
pse217,pse,pseudoobscura,female,456.05625
pse217,pse,pseudoobscura,female,503.8651389
pse217,pse,pseudoobscura,female,503.8651389
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,563.7368056
pse217,pse,pseudoobscura,female,624.1944444
pse217,pse,pseudoobscura,female,624.1944444
pse217,pse,pseudoobscura,female,672.2031944
pse217,pse,pseudoobscura,female,672.2031944
pse217,pse,pseudoobscura,female,672.2031944
pse217,pse,pseudoobscura,female,672.2031944
pse217,pse,pseudoobscura,female,672.2031944
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,732.1366667
pse217,pse,pseudoobscura,female,792.1309722
pse217,pse,pseudoobscura,female,792.1309722
pse217,pse,pseudoobscura,female,792.1309722
pse217,pse,pseudoobscura,female,792.1309722
pse217,pse,pseudoobscura,female,840.3176389
pse217,pse,pseudoobscura,female,840.3176389
pse217,pse,pseudoobscura,female,840.3176389
pse217,pse,pseudoobscura,female,840.3176389
pse217,pse,pseudoobscura,female,900.2583333
pse217,pse,pseudoobscura,female,900.2583333
pse217,pse,pseudoobscura,female,900.2583333
pse217,pse,pseudoobscura,female,900.2583333
pse217,pse,pseudoobscura,female,900.2583333
pse217,pse,pseudoobscura,female,959.9498611
pse217,pse,pseudoobscura,female,959.9498611
pse217,pse,pseudoobscura,female,959.9498611
pse217,pse,pseudoobscura,female,1008.0338889
pse217,pse,pseudoobscura,female,1008.0338889
pse217,pse,pseudoobscura,female,1068.0205556
pse217,pse,pseudoobscura,female,1068.0205556
pse217,pse,pseudoobscura,female,1068.0205556
pse217,pse,pseudoobscura,female,1068.0205556
pse217,pse,pseudoobscura,female,1176.754028
pse217,pse,pseudoobscura,female,1176.754028
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1236.183333
pse217,pse,pseudoobscura,female,1296.352639
pse217,pse,pseudoobscura,female,1296.352639
pse217,pse,pseudoobscura,female,1296.352639
pse217,pse,pseudoobscura,female,1296.352639
pse217,pse,pseudoobscura,female,1296.352639
pse217,pse,pseudoobscura,female,1296.352639
pse217,pse,pseudoobscura,female,1296.352639
pse217,pse,pseudoobscura,female,1344.7225
pse217,pse,pseudoobscura,female,1344.7225
pse217,pse,pseudoobscura,female,1344.7225
pse217,pse,pseudoobscura,female,1344.7225
pse217,pse,pseudoobscura,female,1344.7225
pse217,pse,pseudoobscura,female,1344.7225
pse217,pse,pseudoobscura,female,1344.7225
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1404.402639
pse217,pse,pseudoobscura,female,1463.744028
pse217,pse,pseudoobscura,female,1463.744028
pse217,pse,pseudoobscura,female,1511.646806
pse217,pse,pseudoobscura,female,1511.646806
pse217,pse,pseudoobscura,female,1511.646806
pse217,pse,pseudoobscura,female,1571.505556
pse217,pse,pseudoobscura,female,1571.505556
pse217,pse,pseudoobscura,female,1571.505556
pse217,pse,pseudoobscura,female,1571.505556
pse217,pse,pseudoobscura,female,1571.505556
pse217,pse,pseudoobscura,female,1571.505556
pse217,pse,pseudoobscura,female,1571.505556
pse217,pse,pseudoobscura,female,1571.505556
pse217,pse,pseudoobscura,male,241.65
pse217,pse,pseudoobscura,male,288.0381944
pse217,pse,pseudoobscura,male,336.0963889
pse217,pse,pseudoobscura,male,336.0963889
pse217,pse,pseudoobscura,male,336.0963889
pse217,pse,pseudoobscura,male,336.0963889
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,395.9773611
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,456.05625
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,503.8651389
pse217,pse,pseudoobscura,male,563.7368056
pse217,pse,pseudoobscura,male,563.7368056
pse217,pse,pseudoobscura,male,563.7368056
pse217,pse,pseudoobscura,male,563.7368056
pse217,pse,pseudoobscura,male,563.7368056
pse217,pse,pseudoobscura,male,563.7368056
pse217,pse,pseudoobscura,male,563.7368056
pse217,pse,pseudoobscura,male,563.7368056
pse217,pse,pseudoobscura,male,732.1366667
pse217,pse,pseudoobscura,male,792.1309722
pse217,pse,pseudoobscura,male,900.2583333
pse217,pse,pseudoobscura,male,1008.0338889
pse33,pse,pseudoobscura,female,206.58652778
pse33,pse,pseudoobscura,female,206.58652778
pse33,pse,pseudoobscura,female,206.58652778
pse33,pse,pseudoobscura,female,395.9773611
pse33,pse,pseudoobscura,female,503.8651389
pse33,pse,pseudoobscura,female,563.7368056
pse33,pse,pseudoobscura,female,672.2031944
pse33,pse,pseudoobscura,female,732.1366667
pse33,pse,pseudoobscura,female,732.1366667
pse33,pse,pseudoobscura,female,840.3176389
pse33,pse,pseudoobscura,female,900.2583333
pse33,pse,pseudoobscura,female,900.2583333
pse33,pse,pseudoobscura,female,900.2583333
pse33,pse,pseudoobscura,female,900.2583333
pse33,pse,pseudoobscura,female,900.2583333
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1068.0205556
pse33,pse,pseudoobscura,female,1128.5325
pse33,pse,pseudoobscura,female,1128.5325
pse33,pse,pseudoobscura,female,1128.5325
pse33,pse,pseudoobscura,female,1176.754028
pse33,pse,pseudoobscura,female,1176.754028
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1236.183333
pse33,pse,pseudoobscura,female,1296.352639
pse33,pse,pseudoobscura,female,1296.352639
pse33,pse,pseudoobscura,female,1344.7225
pse33,pse,pseudoobscura,female,1344.7225
pse33,pse,pseudoobscura,female,1404.402639
pse33,pse,pseudoobscura,female,1404.402639
pse33,pse,pseudoobscura,female,1404.402639
pse33,pse,pseudoobscura,female,1404.402639
pse33,pse,pseudoobscura,female,1463.744028
pse33,pse,pseudoobscura,female,1511.646806
pse33,pse,pseudoobscura,female,1571.505556
pse33,pse,pseudoobscura,female,1571.505556
pse33,pse,pseudoobscura,female,1571.505556
pse33,pse,pseudoobscura,female,1571.505556
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1739.107361
pse33,pse,pseudoobscura,female,1906.931667
pse33,pse,pseudoobscura,male,206.58652778
pse33,pse,pseudoobscura,male,241.65
pse33,pse,pseudoobscura,male,288.0381944
pse33,pse,pseudoobscura,male,288.0381944
pse33,pse,pseudoobscura,male,288.0381944
pse33,pse,pseudoobscura,male,288.0381944
pse33,pse,pseudoobscura,male,288.0381944
pse33,pse,pseudoobscura,male,336.0963889
pse33,pse,pseudoobscura,male,336.0963889
pse33,pse,pseudoobscura,male,336.0963889
pse33,pse,pseudoobscura,male,336.0963889
pse33,pse,pseudoobscura,male,336.0963889
pse33,pse,pseudoobscura,male,395.9773611
pse33,pse,pseudoobscura,male,395.9773611
pse33,pse,pseudoobscura,male,563.7368056
pse33,pse,pseudoobscura,male,563.7368056
pse33,pse,pseudoobscura,male,563.7368056
pse33,pse,pseudoobscura,male,563.7368056
pse33,pse,pseudoobscura,male,563.7368056
pse33,pse,pseudoobscura,male,563.7368056
pse33,pse,pseudoobscura,male,624.1944444
pse33,pse,pseudoobscura,male,672.2031944
pse33,pse,pseudoobscura,male,732.1366667
pse33,pse,pseudoobscura,male,792.1309722
pse33,pse,pseudoobscura,male,840.3176389
pse33,pse,pseudoobscura,male,1008.0338889
pse33,pse,pseudoobscura,male,1008.0338889
pse33,pse,pseudoobscura,male,1068.0205556
pse33,pse,pseudoobscura,male,1068.0205556
pse33,pse,pseudoobscura,male,1236.183333
pse33,pse,pseudoobscura,male,1236.183333
pse33,pse,pseudoobscura,male,1236.183333
pse33,pse,pseudoobscura,male,1404.402639
pse96,pse,pseudoobscura,female,288.0381944
pse96,pse,pseudoobscura,female,288.0381944
pse96,pse,pseudoobscura,female,336.0963889
pse96,pse,pseudoobscura,female,395.9773611
pse96,pse,pseudoobscura,female,395.9773611
pse96,pse,pseudoobscura,female,395.9773611
pse96,pse,pseudoobscura,female,456.05625
pse96,pse,pseudoobscura,female,456.05625
pse96,pse,pseudoobscura,female,563.7368056
pse96,pse,pseudoobscura,female,672.2031944
pse96,pse,pseudoobscura,female,672.2031944
pse96,pse,pseudoobscura,female,732.1366667
pse96,pse,pseudoobscura,female,732.1366667
pse96,pse,pseudoobscura,female,732.1366667
pse96,pse,pseudoobscura,female,792.1309722
pse96,pse,pseudoobscura,female,792.1309722
pse96,pse,pseudoobscura,female,900.2583333
pse96,pse,pseudoobscura,female,900.2583333
pse96,pse,pseudoobscura,female,900.2583333
pse96,pse,pseudoobscura,female,900.2583333
pse96,pse,pseudoobscura,female,900.2583333
pse96,pse,pseudoobscura,female,900.2583333
pse96,pse,pseudoobscura,female,900.2583333
pse96,pse,pseudoobscura,female,900.2583333
pse96,pse,pseudoobscura,female,1008.0338889
pse96,pse,pseudoobscura,female,1008.0338889
pse96,pse,pseudoobscura,female,1008.0338889
pse96,pse,pseudoobscura,female,1008.0338889
pse96,pse,pseudoobscura,female,1068.0205556
pse96,pse,pseudoobscura,female,1068.0205556
pse96,pse,pseudoobscura,female,1068.0205556
pse96,pse,pseudoobscura,female,1068.0205556
pse96,pse,pseudoobscura,female,1068.0205556
pse96,pse,pseudoobscura,female,1176.754028
pse96,pse,pseudoobscura,female,1176.754028
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1236.183333
pse96,pse,pseudoobscura,female,1296.352639
pse96,pse,pseudoobscura,female,1296.352639
pse96,pse,pseudoobscura,female,1296.352639
pse96,pse,pseudoobscura,female,1296.352639
pse96,pse,pseudoobscura,female,1344.7225
pse96,pse,pseudoobscura,female,1344.7225
pse96,pse,pseudoobscura,female,1344.7225
pse96,pse,pseudoobscura,female,1344.7225
pse96,pse,pseudoobscura,female,1344.7225
pse96,pse,pseudoobscura,female,1344.7225
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1404.402639
pse96,pse,pseudoobscura,female,1463.744028
pse96,pse,pseudoobscura,female,1463.744028
pse96,pse,pseudoobscura,female,1511.646806
pse96,pse,pseudoobscura,female,1511.646806
pse96,pse,pseudoobscura,female,1511.646806
pse96,pse,pseudoobscura,female,1571.505556
pse96,pse,pseudoobscura,female,1571.505556
pse96,pse,pseudoobscura,female,1571.505556
pse96,pse,pseudoobscura,female,1571.505556
pse96,pse,pseudoobscura,female,1571.505556
pse96,pse,pseudoobscura,female,1631.362222
pse96,pse,pseudoobscura,female,1631.362222
pse96,pse,pseudoobscura,female,1631.362222
pse96,pse,pseudoobscura,female,1679.328194
pse96,pse,pseudoobscura,female,1739.107361
pse96,pse,pseudoobscura,female,1739.107361
pse96,pse,pseudoobscura,female,1739.107361
pse96,pse,pseudoobscura,female,1739.107361
pse96,pse,pseudoobscura,female,1798.716528
pse96,pse,pseudoobscura,female,1846.732639
pse96,pse,pseudoobscura,female,1846.732639
pse96,pse,pseudoobscura,female,1906.931667
pse96,pse,pseudoobscura,female,1906.931667
pse96,pse,pseudoobscura,male,206.58652778
pse96,pse,pseudoobscura,male,206.58652778
pse96,pse,pseudoobscura,male,206.58652778
pse96,pse,pseudoobscura,male,241.65
pse96,pse,pseudoobscura,male,288.0381944
pse96,pse,pseudoobscura,male,336.0963889
pse96,pse,pseudoobscura,male,336.0963889
pse96,pse,pseudoobscura,male,395.9773611
pse96,pse,pseudoobscura,male,395.9773611
pse96,pse,pseudoobscura,male,395.9773611
pse96,pse,pseudoobscura,male,456.05625
pse96,pse,pseudoobscura,male,456.05625
pse96,pse,pseudoobscura,male,456.05625
pse96,pse,pseudoobscura,male,456.05625
pse96,pse,pseudoobscura,male,456.05625
pse96,pse,pseudoobscura,male,456.05625
pse96,pse,pseudoobscura,male,503.8651389
pse96,pse,pseudoobscura,male,503.8651389
