Genotype,Species.abbreviation,Species,Sex,Hours
sec07,sec,sechellia,female,1679.328194
sec07,sec,sechellia,female,1679.328194
sec07,sec,sechellia,female,1679.328194
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1739.107361
sec07,sec,sechellia,female,1798.716528
sec07,sec,sechellia,female,1798.716528
sec07,sec,sechellia,female,1798.716528
sec07,sec,sechellia,female,1906.931667
sec07,sec,sechellia,female,1906.931667
sec07,sec,sechellia,female,1906.931667
sec07,sec,sechellia,female,1906.931667
sec07,sec,sechellia,female,1906.931667
sec07,sec,sechellia,female,1906.931667
sec07,sec,sechellia,female,1906.931667
sec07,sec,sechellia,female,1906.931667
sec07,sec,sechellia,female,1966.899167
sec07,sec,sechellia,female,1966.899167
sec07,sec,sechellia,female,2015.988889
sec07,sec,sechellia,female,2015.988889
sec07,sec,sechellia,female,2075.999444
sec07,sec,sechellia,female,2075.999444
sec07,sec,sechellia,female,2075.999444
sec07,sec,sechellia,female,2075.999444
sec07,sec,sechellia,female,2075.999444
sec07,sec,sechellia,female,2075.999444
sec07,sec,sechellia,female,2135.26125
sec07,sec,sechellia,female,2183.809722
sec07,sec,sechellia,female,2183.809722
sec07,sec,sechellia,female,2244.7425
sec07,sec,sechellia,male,206.58652778
sec07,sec,sechellia,male,672.2031944
sec07,sec,sechellia,male,732.1366667
sec07,sec,sechellia,male,732.1366667
sec07,sec,sechellia,male,732.1366667
sec07,sec,sechellia,male,792.1309722
sec07,sec,sechellia,male,900.2583333
sec07,sec,sechellia,male,900.2583333
sec07,sec,sechellia,male,900.2583333
sec07,sec,sechellia,male,900.2583333
sec07,sec,sechellia,male,900.2583333
sec07,sec,sechellia,male,900.2583333
sec07,sec,sechellia,male,959.9498611
sec07,sec,sechellia,male,1008.0338889
sec07,sec,sechellia,male,1008.0338889
sec07,sec,sechellia,male,1008.0338889
sec07,sec,sechellia,male,1068.0205556
sec07,sec,sechellia,male,1068.0205556
sec07,sec,sechellia,male,1068.0205556
sec07,sec,sechellia,male,1068.0205556
sec07,sec,sechellia,male,1068.0205556
sec07,sec,sechellia,male,1068.0205556
sec07,sec,sechellia,male,1128.5325
sec07,sec,sechellia,male,1128.5325
sec07,sec,sechellia,male,1128.5325
sec07,sec,sechellia,male,1128.5325
sec07,sec,sechellia,male,1128.5325
sec07,sec,sechellia,male,1176.754028
sec07,sec,sechellia,male,1236.183333
sec07,sec,sechellia,male,1236.183333
sec07,sec,sechellia,male,1236.183333
sec07,sec,sechellia,male,1236.183333
sec07,sec,sechellia,male,1236.183333
sec07,sec,sechellia,male,1236.183333
sec07,sec,sechellia,male,1236.183333
sec07,sec,sechellia,male,1296.352639
sec07,sec,sechellia,male,1296.352639
sec07,sec,sechellia,male,1296.352639
sec07,sec,sechellia,male,1344.7225
sec07,sec,sechellia,male,1344.7225
sec07,sec,sechellia,male,1344.7225
sec07,sec,sechellia,male,1344.7225
sec07,sec,sechellia,male,1404.402639
sec07,sec,sechellia,male,1404.402639
sec07,sec,sechellia,male,1463.744028
sec07,sec,sechellia,male,1463.744028
sec07,sec,sechellia,male,1463.744028
sec07,sec,sechellia,male,1463.744028
sec07,sec,sechellia,male,1463.744028
sec07,sec,sechellia,male,1463.744028
sec07,sec,sechellia,male,1463.744028
sec07,sec,sechellia,male,1463.744028
sec07,sec,sechellia,male,1511.646806
sec07,sec,sechellia,male,1511.646806
sec07,sec,sechellia,male,1511.646806
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1571.505556
sec07,sec,sechellia,male,1631.362222
sec07,sec,sechellia,male,1631.362222
sec07,sec,sechellia,male,1631.362222
sec07,sec,sechellia,male,1631.362222
sec07,sec,sechellia,male,1631.362222
sec07,sec,sechellia,male,1631.362222
sec07,sec,sechellia,male,1679.328194
sec07,sec,sechellia,male,1679.328194
sec07,sec,sechellia,male,1679.328194
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1739.107361
sec07,sec,sechellia,male,1846.732639
sec07,sec,sechellia,male,1906.931667
sec28,sec,sechellia,female,206.58652778
sec28,sec,sechellia,female,206.58652778
sec28,sec,sechellia,female,206.58652778
sec28,sec,sechellia,female,206.58652778
sec28,sec,sechellia,female,206.58652778
sec28,sec,sechellia,female,206.58652778
sec28,sec,sechellia,female,206.58652778
sec28,sec,sechellia,female,206.58652778
sec28,sec,sechellia,female,241.65
sec28,sec,sechellia,female,288.0381944
sec28,sec,sechellia,female,503.8651389
sec28,sec,sechellia,female,563.7368056
sec28,sec,sechellia,female,563.7368056
sec28,sec,sechellia,female,563.7368056
sec28,sec,sechellia,female,563.7368056
sec28,sec,sechellia,female,563.7368056
sec28,sec,sechellia,female,563.7368056
sec28,sec,sechellia,female,563.7368056
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,900.2583333
sec28,sec,sechellia,female,959.9498611
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1068.0205556
sec28,sec,sechellia,female,1236.183333
sec28,sec,sechellia,female,1236.183333
sec28,sec,sechellia,female,1236.183333
sec28,sec,sechellia,female,1236.183333
sec28,sec,sechellia,female,1236.183333
sec28,sec,sechellia,female,1404.402639
sec28,sec,sechellia,female,1404.402639
sec28,sec,sechellia,female,1404.402639
sec28,sec,sechellia,female,1404.402639
sec28,sec,sechellia,female,1404.402639
sec28,sec,sechellia,female,1463.744028
sec28,sec,sechellia,female,1463.744028
sec28,sec,sechellia,female,1463.744028
sec28,sec,sechellia,female,1511.646806
sec28,sec,sechellia,female,1511.646806
sec28,sec,sechellia,female,1511.646806
sec28,sec,sechellia,female,1511.646806
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1571.505556
sec28,sec,sechellia,female,1631.362222
sec28,sec,sechellia,female,1631.362222
sec28,sec,sechellia,female,1631.362222
sec28,sec,sechellia,female,1679.328194
sec28,sec,sechellia,female,1679.328194
sec28,sec,sechellia,female,1679.328194
sec28,sec,sechellia,female,1739.107361
sec28,sec,sechellia,female,1739.107361
sec28,sec,sechellia,female,1739.107361
sec28,sec,sechellia,female,1739.107361
sec28,sec,sechellia,female,1846.732639
sec28,sec,sechellia,female,1906.931667
sec28,sec,sechellia,female,1906.931667
sec28,sec,sechellia,female,1906.931667
sec28,sec,sechellia,female,1906.931667
sec28,sec,sechellia,female,1906.931667
sec28,sec,sechellia,female,1906.931667
sec28,sec,sechellia,female,1906.931667
sec28,sec,sechellia,female,1966.899167
sec28,sec,sechellia,female,1966.899167
sec28,sec,sechellia,female,1966.899167
sec28,sec,sechellia,female,1966.899167
sec28,sec,sechellia,female,1966.899167
sec28,sec,sechellia,female,2015.988889
sec28,sec,sechellia,female,2015.988889
sec28,sec,sechellia,female,2015.988889
sec28,sec,sechellia,female,2015.988889
sec28,sec,sechellia,female,2015.988889
sec28,sec,sechellia,female,2015.988889
sec28,sec,sechellia,female,2015.988889
sec28,sec,sechellia,female,2015.988889
sec28,sec,sechellia,female,2015.988889
sec28,sec,sechellia,female,2075.999444
sec28,sec,sechellia,female,2075.999444
sec28,sec,sechellia,female,2135.26125
sec28,sec,sechellia,female,2135.26125
sec28,sec,sechellia,female,2135.26125
sec28,sec,sechellia,female,2183.809722
sec28,sec,sechellia,female,2183.809722
sec28,sec,sechellia,female,2183.809722
sec28,sec,sechellia,female,2183.809722
sec28,sec,sechellia,female,2183.809722
sec28,sec,sechellia,female,2244.7425
sec28,sec,sechellia,female,2244.7425
sec28,sec,sechellia,female,2244.7425
sec28,sec,sechellia,female,2244.7425
sec28,sec,sechellia,female,2244.7425
sec28,sec,sechellia,female,2244.7425
sec28,sec,sechellia,female,2244.7425
sec28,sec,sechellia,female,2244.7425
sec28,sec,sechellia,female,2305.063194
sec28,sec,sechellia,female,2305.063194
sec28,sec,sechellia,female,2352.588333
sec28,sec,sechellia,female,2412.513333
sec28,sec,sechellia,male,206.58652778
sec28,sec,sechellia,male,336.0963889
sec28,sec,sechellia,male,395.9773611
sec28,sec,sechellia,male,395.9773611
sec28,sec,sechellia,male,503.8651389
sec28,sec,sechellia,male,563.7368056
sec28,sec,sechellia,male,672.2031944
sec28,sec,sechellia,male,732.1366667
sec28,sec,sechellia,male,732.1366667
sec28,sec,sechellia,male,732.1366667
sec28,sec,sechellia,male,792.1309722
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,900.2583333
sec28,sec,sechellia,male,1008.0338889
sec28,sec,sechellia,male,1008.0338889
sec28,sec,sechellia,male,1008.0338889
sec28,sec,sechellia,male,1068.0205556
sec28,sec,sechellia,male,1068.0205556
sec28,sec,sechellia,male,1068.0205556
sec28,sec,sechellia,male,1068.0205556
sec28,sec,sechellia,male,1068.0205556
sec28,sec,sechellia,male,1068.0205556
sec28,sec,sechellia,male,1128.5325
sec28,sec,sechellia,male,1128.5325
sec28,sec,sechellia,male,1128.5325
sec28,sec,sechellia,male,1176.754028
sec28,sec,sechellia,male,1176.754028
sec28,sec,sechellia,male,1176.754028
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1236.183333
sec28,sec,sechellia,male,1296.352639
sec28,sec,sechellia,male,1344.7225
sec28,sec,sechellia,male,1344.7225
sec28,sec,sechellia,male,1344.7225
sec28,sec,sechellia,male,1344.7225
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1404.402639
sec28,sec,sechellia,male,1463.744028
sec28,sec,sechellia,male,1463.744028
sec28,sec,sechellia,male,1463.744028
sec28,sec,sechellia,male,1511.646806
sec28,sec,sechellia,male,1511.646806
sec28,sec,sechellia,male,1571.505556
sec28,sec,sechellia,male,1571.505556
sec28,sec,sechellia,male,1571.505556
sec28,sec,sechellia,male,1571.505556
sec28,sec,sechellia,male,1571.505556
sec28,sec,sechellia,male,1571.505556
sec28,sec,sechellia,male,1571.505556
sec28,sec,sechellia,male,1631.362222
sec28,sec,sechellia,male,1631.362222
sec28,sec,sechellia,male,1631.362222
sec28,sec,sechellia,male,1679.328194
sec28,sec,sechellia,male,1679.328194
sec28,sec,sechellia,male,1739.107361
sec28,sec,sechellia,male,1739.107361
sec28,sec,sechellia,male,1739.107361
sec28,sec,sechellia,male,1739.107361
sec28,sec,sechellia,male,1739.107361
sec28,sec,sechellia,male,1966.899167
sec31,sec,sechellia,female,206.58652778
sec31,sec,sechellia,female,206.58652778
sec31,sec,sechellia,female,206.58652778
sec31,sec,sechellia,female,206.58652778
sec31,sec,sechellia,female,206.58652778
sec31,sec,sechellia,female,206.58652778
sec31,sec,sechellia,female,206.58652778
sec31,sec,sechellia,female,241.65
sec31,sec,sechellia,female,241.65
sec31,sec,sechellia,female,241.65
sec31,sec,sechellia,female,241.65
sec31,sec,sechellia,female,241.65
sec31,sec,sechellia,female,288.0381944
sec31,sec,sechellia,female,288.0381944
sec31,sec,sechellia,female,732.1366667
sec31,sec,sechellia,female,1296.352639
sec31,sec,sechellia,female,1404.402639
sec31,sec,sechellia,female,1463.744028
sec31,sec,sechellia,female,1511.646806
sec31,sec,sechellia,female,1571.505556
sec31,sec,sechellia,female,1571.505556
sec31,sec,sechellia,female,1571.505556
sec31,sec,sechellia,female,1571.505556
sec31,sec,sechellia,female,1631.362222
sec31,sec,sechellia,female,1631.362222
sec31,sec,sechellia,female,1631.362222
sec31,sec,sechellia,female,1679.328194
sec31,sec,sechellia,female,1739.107361
sec31,sec,sechellia,female,1798.716528
sec31,sec,sechellia,female,1798.716528
sec31,sec,sechellia,female,1798.716528
sec31,sec,sechellia,female,1798.716528
sec31,sec,sechellia,female,1798.716528
sec31,sec,sechellia,female,1798.716528
sec31,sec,sechellia,female,1846.732639
sec31,sec,sechellia,female,1846.732639
sec31,sec,sechellia,female,1846.732639
sec31,sec,sechellia,female,1846.732639
sec31,sec,sechellia,female,1846.732639
sec31,sec,sechellia,female,1846.732639
sec31,sec,sechellia,female,1906.931667
sec31,sec,sechellia,female,1906.931667
sec31,sec,sechellia,female,1906.931667
sec31,sec,sechellia,female,1906.931667
sec31,sec,sechellia,female,1906.931667
sec31,sec,sechellia,female,1906.931667
sec31,sec,sechellia,female,1906.931667
sec31,sec,sechellia,female,1966.899167
sec31,sec,sechellia,female,1966.899167
sec31,sec,sechellia,female,2015.988889
sec31,sec,sechellia,female,2015.988889
sec31,sec,sechellia,female,2015.988889
sec31,sec,sechellia,female,2015.988889
sec31,sec,sechellia,female,2075.999444
sec31,sec,sechellia,female,2075.999444
sec31,sec,sechellia,female,2075.999444
sec31,sec,sechellia,female,2075.999444
sec31,sec,sechellia,female,2075.999444
sec31,sec,sechellia,female,2075.999444
sec31,sec,sechellia,female,2075.999444
sec31,sec,sechellia,female,2075.999444
sec31,sec,sechellia,female,2075.999444
sec31,sec,sechellia,female,2135.26125
sec31,sec,sechellia,female,2135.26125
sec31,sec,sechellia,female,2183.809722
sec31,sec,sechellia,female,2183.809722
sec31,sec,sechellia,female,2183.809722
sec31,sec,sechellia,female,2183.809722
sec31,sec,sechellia,female,2183.809722
sec31,sec,sechellia,female,2183.809722
sec31,sec,sechellia,female,2183.809722
sec31,sec,sechellia,female,2183.809722
sec31,sec,sechellia,female,2244.7425
sec31,sec,sechellia,female,2244.7425
sec31,sec,sechellia,male,563.7368056
sec31,sec,sechellia,male,563.7368056
sec31,sec,sechellia,male,840.3176389
sec31,sec,sechellia,male,900.2583333
sec31,sec,sechellia,male,900.2583333
sec31,sec,sechellia,male,900.2583333
sec31,sec,sechellia,male,1008.0338889
sec31,sec,sechellia,male,1008.0338889
sec31,sec,sechellia,male,1008.0338889
sec31,sec,sechellia,male,1068.0205556
sec31,sec,sechellia,male,1068.0205556
sec31,sec,sechellia,male,1068.0205556
sec31,sec,sechellia,male,1068.0205556
sec31,sec,sechellia,male,1068.0205556
sec31,sec,sechellia,male,1068.0205556
sec31,sec,sechellia,male,1128.5325
sec31,sec,sechellia,male,1128.5325
sec31,sec,sechellia,male,1128.5325
sec31,sec,sechellia,male,1128.5325
sec31,sec,sechellia,male,1128.5325
sec31,sec,sechellia,male,1176.754028
sec31,sec,sechellia,male,1236.183333
sec31,sec,sechellia,male,1236.183333
sec31,sec,sechellia,male,1236.183333
sec31,sec,sechellia,male,1236.183333
sec31,sec,sechellia,male,1236.183333
sec31,sec,sechellia,male,1236.183333
sec31,sec,sechellia,male,1236.183333
sec31,sec,sechellia,male,1236.183333
sec31,sec,sechellia,male,1236.183333
sec31,sec,sechellia,male,1296.352639
sec31,sec,sechellia,male,1296.352639
sec31,sec,sechellia,male,1296.352639
sec31,sec,sechellia,male,1344.7225
sec31,sec,sechellia,male,1344.7225
sec31,sec,sechellia,male,1344.7225
sec31,sec,sechellia,male,1344.7225
sec31,sec,sechellia,male,1344.7225
sec31,sec,sechellia,male,1344.7225
sec31,sec,sechellia,male,1344.7225
sec31,sec,sechellia,male,1344.7225
sec31,sec,sechellia,male,1404.402639
sec31,sec,sechellia,male,1404.402639
sec31,sec,sechellia,male,1404.402639
sec31,sec,sechellia,male,1511.646806
sec31,sec,sechellia,male,1511.646806
sec31,sec,sechellia,male,1571.505556
sec31,sec,sechellia,male,1571.505556
sec31,sec,sechellia,male,1571.505556
sec31,sec,sechellia,male,1679.328194
sec31,sec,sechellia,male,1739.107361
sec31,sec,sechellia,male,1739.107361
sec31,sec,sechellia,male,1906.931667
sim006,sim,simulans,female,206.58652778
sim006,sim,simulans,female,206.58652778
sim006,sim,simulans,female,206.58652778
sim006,sim,simulans,female,241.65
sim006,sim,simulans,female,241.65
sim006,sim,simulans,female,288.0381944
sim006,sim,simulans,female,288.0381944
sim006,sim,simulans,female,288.0381944
sim006,sim,simulans,female,456.05625
sim006,sim,simulans,female,624.1944444
sim006,sim,simulans,female,624.1944444
sim006,sim,simulans,female,624.1944444
sim006,sim,simulans,female,672.2031944
sim006,sim,simulans,female,732.1366667
sim006,sim,simulans,female,840.3176389
sim006,sim,simulans,female,959.9498611
sim006,sim,simulans,female,959.9498611
sim006,sim,simulans,female,1008.0338889
sim006,sim,simulans,female,1008.0338889
sim006,sim,simulans,female,1128.5325
sim006,sim,simulans,female,1128.5325
sim006,sim,simulans,female,1128.5325
sim006,sim,simulans,female,1128.5325
sim006,sim,simulans,female,1176.754028
sim006,sim,simulans,female,1176.754028
sim006,sim,simulans,female,1176.754028
sim006,sim,simulans,female,1176.754028
sim006,sim,simulans,female,1176.754028
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1236.183333
sim006,sim,simulans,female,1296.352639
sim006,sim,simulans,female,1296.352639
sim006,sim,simulans,female,1344.7225
sim006,sim,simulans,female,1344.7225
sim006,sim,simulans,female,1344.7225
sim006,sim,simulans,female,1344.7225
sim006,sim,simulans,female,1344.7225
sim006,sim,simulans,female,1344.7225
sim006,sim,simulans,female,1344.7225
sim006,sim,simulans,female,1344.7225
sim006,sim,simulans,female,1344.7225
sim006,sim,simulans,female,1404.402639
sim006,sim,simulans,female,1404.402639
sim006,sim,simulans,female,1404.402639
sim006,sim,simulans,female,1404.402639
sim006,sim,simulans,female,1404.402639
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1463.744028
sim006,sim,simulans,female,1511.646806
sim006,sim,simulans,female,1511.646806
sim006,sim,simulans,female,1571.505556
sim006,sim,simulans,female,1631.362222
sim006,sim,simulans,female,1631.362222
sim006,sim,simulans,female,1631.362222
sim006,sim,simulans,female,1631.362222
sim006,sim,simulans,female,1631.362222
sim006,sim,simulans,female,1631.362222
sim006,sim,simulans,female,1679.328194
sim006,sim,simulans,female,1679.328194
sim006,sim,simulans,female,1679.328194
sim006,sim,simulans,female,1679.328194
sim006,sim,simulans,female,1679.328194
sim006,sim,simulans,female,1679.328194
sim006,sim,simulans,female,1739.107361
sim006,sim,simulans,female,1739.107361
sim006,sim,simulans,female,1739.107361
sim006,sim,simulans,male,241.65
sim006,sim,simulans,male,241.65
sim006,sim,simulans,male,241.65
sim006,sim,simulans,male,336.0963889
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,395.9773611
sim006,sim,simulans,male,456.05625
sim006,sim,simulans,male,456.05625
sim006,sim,simulans,male,456.05625
sim006,sim,simulans,male,456.05625
sim006,sim,simulans,male,503.8651389
sim006,sim,simulans,male,503.8651389
sim006,sim,simulans,male,563.7368056
sim006,sim,simulans,male,563.7368056
sim006,sim,simulans,male,563.7368056
sim006,sim,simulans,male,563.7368056
sim006,sim,simulans,male,563.7368056
sim006,sim,simulans,male,563.7368056
sim006,sim,simulans,male,624.1944444
sim006,sim,simulans,male,624.1944444
sim006,sim,simulans,male,624.1944444
sim006,sim,simulans,male,624.1944444
sim006,sim,simulans,male,672.2031944
sim006,sim,simulans,male,732.1366667
sim006,sim,simulans,male,792.1309722
sim006,sim,simulans,male,792.1309722
sim006,sim,simulans,male,792.1309722
sim006,sim,simulans,male,840.3176389
sim006,sim,simulans,male,840.3176389
sim006,sim,simulans,male,840.3176389
sim006,sim,simulans,male,900.2583333
sim006,sim,simulans,male,900.2583333
sim006,sim,simulans,male,900.2583333
sim006,sim,simulans,male,900.2583333
sim006,sim,simulans,male,900.2583333
sim006,sim,simulans,male,900.2583333
sim006,sim,simulans,male,959.9498611
sim006,sim,simulans,male,959.9498611
sim006,sim,simulans,male,959.9498611
sim006,sim,simulans,male,1008.0338889
sim006,sim,simulans,male,1008.0338889
sim006,sim,simulans,male,1008.0338889
sim006,sim,simulans,male,1008.0338889
sim006,sim,simulans,male,1008.0338889
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1068.0205556
sim006,sim,simulans,male,1128.5325
sim006,sim,simulans,male,1176.754028
sim006,sim,simulans,male,1176.754028
sim006,sim,simulans,male,1176.754028
sim006,sim,simulans,male,1176.754028
sim006,sim,simulans,male,1176.754028
sim006,sim,simulans,male,1176.754028
sim006,sim,simulans,male,1176.754028
sim006,sim,simulans,male,1176.754028
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1236.183333
sim006,sim,simulans,male,1296.352639
sim006,sim,simulans,male,1296.352639
sim006,sim,simulans,male,1296.352639
sim006,sim,simulans,male,1296.352639
sim006,sim,simulans,male,1296.352639
sim006,sim,simulans,male,1296.352639
sim006,sim,simulans,male,1344.7225
sim006,sim,simulans,male,1344.7225
sim006,sim,simulans,male,1404.402639
sim006,sim,simulans,male,1404.402639
sim006,sim,simulans,male,1404.402639
sim006,sim,simulans,male,1404.402639
sim006,sim,simulans,male,1404.402639
sim006,sim,simulans,male,1404.402639
sim006,sim,simulans,male,1404.402639
sim006,sim,simulans,male,1463.744028
sim006,sim,simulans,male,1463.744028
sim006,sim,simulans,male,1463.744028
sim006,sim,simulans,male,1511.646806
sim006,sim,simulans,male,1631.362222
sim286,sim,simulans,female,395.9773611
sim286,sim,simulans,female,563.7368056
sim286,sim,simulans,female,900.2583333
sim286,sim,simulans,female,1068.0205556
sim286,sim,simulans,female,1068.0205556
sim286,sim,simulans,female,1068.0205556
sim286,sim,simulans,female,1068.0205556
sim286,sim,simulans,female,1068.0205556
sim286,sim,simulans,female,1068.0205556
sim286,sim,simulans,female,1068.0205556
sim286,sim,simulans,female,1068.0205556
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1128.5325
