sample.name,species,species.full,strain,sex,assnd.number,age.days,frozen.tube.number,weight.mg,mean.ls,median.ls,max.ls,h2o2.ls,pqt.ls,mz191,mz108,mz165,mz159,mz167,mz65,mz91,mz69,mz121,mz171,mz111,mz96,mz49,mz180,mz110,mz89,mz81,mz147,mz95,mz43,mz106,mz119,mz118,mz157,mz23,mz107,mz58,mz192,mz178,mz37,mz109,mz100,mz7,mz54,mz87,mz154,mz142,mz168,mz151,mz3,mz8,mz105,mz90,mz94,mz127,mz52,mz84,mz123,mz28,mz5,mz139,mz117,mz71,mz162,mz70,mz10,mz2,mz64,mz1,mz202,mz19,mz120,mz124,mz11,mz156,mz34,mz4,mz36,mz17,mz135,mz18,mz122,mz67,mz35,mz21,mz45,mz148,mz115,mz160,mz76,mz185,mz85,mz27,mz136,mz33,mz170,mz57,mz40,mz172,mz51,mz32,mz12,mz24,mz14,mz101,mz42,mz74,mz73,mz133,mz50,mz155,mz6,mz143,mz88,mz9,mz44,mz75,mz41,mz184,mz181,mz60,mz63,mz48,mz164,mz53,mz16
tube.36,sechellia,D. sechellia,sec31,M,237,5,36,0.778,51.6573808744497,51.507638875,79.45549,84.26,59.72,232056,31182,66163,59920,254602,623475,47783,309681,138160,16580,38860,92754,95375,378733,69853,200563,53374,107484,71566,64470,84812,115167,229339,78182,182816,134271,159447,97347,258880,329510,65971,37513,194319,89559,51642,146098,712088,286114,243810,224742,320084,252046,171942,204983,276059,295695,204032,306657,482286,477573,121586,155028,190251,231770,360105,1164254,491851,1653465,754455,379350,1274829,924608,834803,1000917,859140,935346,2250748,1294780,2625248,527010,NA,1487966,2165711,1131978,3021991,1415452,2034116,5479274,1115481,3097425,809859,1535805,1919473,5844541,6200983,4002360,4172596,3126687,2006599,5732600,10495749,5833685,21516162,22919430,7571905,8416113,9393582,36368423,31414860,14898591,18444914,8899448,13786165,22031065,49237514,37733554,5993390,49650661,44248972,9789414,67980298,86189124,130909140,36448678,81817069,111783546
tube.37,simulans,D. simulans,sim006,F,244,5,37,0.928,52.3655544300694,56.0301041666667,72.46281,72.5,120.76,NA,10695,36642,36343,25657,1503156,22167,42958,NA,16946,44100,47933,42117,71714,63672,113905,59697,115247,70474,43595,57790,114580,145929,19086,132258,44515,170661,92136,147430,30738,64329,42174,115945,86604,52032,70434,76697,414547,355987,154112,223889,363553,151248,148762,99402,298768,388621,439334,236532,23076,177743,197083,221066,216324,418476,502371,366223,1774596,743604,512969,695607,1058885,1292857,857755,1086714,769929,576947,518917,1234537,347821,NA,741366,1482440,2961964,689242,1087198,1984345,2510305,1020230,4574003,995025,1053273,2540464,869927,3252138,3523566,5066598,2093313,1969005,5433400,4977605,5131181,13909750,27266109,9542523,10872693,7587454,17855798,19850841,15997657,14641741,10128146,11670613,22754270,36904129,23198891,25823118,52802332,42471761,17142093,73276022,55177627,98313894,38241582,78204457,112448791
tube.38,simulans,D. simulans,sim006,M,251,5,38,0.562666667,38.3232170189565,42.0014120375,67.97343,35.89,59.72,166859,9569,34697,36766,158379,569172,15666,55810,1616486,7086,14420,51780,NA,222005,42273,78952,25660,113501,60228,9768,44580,102382,57460,13293,102956,60770,104635,60087,170337,22635,41765,60154,231180,29523,44089,131037,210331,445375,260056,136538,178043,209107,67803,79560,53200,116293,106721,387108,876901,178598,169439,406514,127061,130012,234134,327130,277660,1263870,358405,151528,461212,596636,1324161,844431,671084,692711,1401094,517842,816352,270599,NA,564176,1130827,1306047,502480,454948,2427550,2977382,710731,4764611,565619,801624,909930,740615,1810607,5398183,2419688,337804,439587,2534941,3081133,2584936,10229448,29319627,6796137,3820720,6916502,21115324,25961300,7996127,9009704,6107179,5509226,21916890,27966303,18141045,8985719,37681067,17856460,6574352,74765317,58118407,42233146,13035677,48273492,79882774
tube.39,simulans,D. simulans,sim286,F,258,5,39,1.344666667,63.7235039060028,65.4793981666667,96.0443,96.14,228.37,NA,13654,32509,35809,61672,2853435,36950,301632,NA,28281,93010,60604,37744,105384,59649,256220,129802,99573,66911,24204,70678,154271,269642,51618,204476,98727,170292,125187,197926,61857,72378,65099,200155,114830,86137,180794,218899,380518,266623,121564,193189,339219,295797,167031,360301,506922,628878,349325,377339,29659,254351,213168,313493,309125,664555,412839,676059,2774754,807076,413123,1304633,1278085,1055116,612536,4163860,700794,760586,765408,2336552,466680,NA,1437287,2644351,3259280,1438582,2170386,1673633,4147470,2592641,4291661,2107290,1396572,3548703,3062272,5329917,4184347,4674142,1637282,4679981,10672203,8406528,5985726,14925724,17198054,9105286,15104790,13290430,34252213,19261736,17239724,22503372,17346970,21959284,24028335,31603378,37172537,34141697,66176681,68148208,32489432,62971901,47478367,152659949,77707848,108768544,150378648
tube.4,ananassae,D. ananassae,ana12,M,22,5,4,0.668,62.3431431687016,65.4793981666667,114.4941,132.04,168.14,27537,23597,20348,59892,79657,433388,41130,92314,NA,17388,30610,49497,17296,118373,41864,103412,50133,125834,26930,61829,47070,131878,93346,177415,137911,92061,107983,80714,154690,51475,44825,40094,43377,75200,42108,96192,394817,339312,279043,176567,248066,292524,158372,102781,784510,141342,68920,366077,375017,788380,208347,216490,135319,145282,244897,294650,498011,1334962,556767,922297,469584,732824,1017134,850704,782150,623726,1518684,2845906,770615,719187,NA,1221728,2628694,849014,1322955,1694754,2048859,1510653,737759,3650142,1190731,926950,1650820,2659591,1694338,3667968,2711286,2471468,2220032,3597189,2807126,3789994,13334848,15777016,5854005,6470320,5143990,11495377,18665200,10665997,18225321,10067688,10342864,22941139,35358923,36349539,15265069,47472833,34124496,34213554,67074764,63293903,63434654,28451930,92863011,104988813
tube.40,simulans,D. simulans,sim286,M,265,5,40,0.810666667,57.5168285096289,58.516776625,86.49998,72.5,174.045,119205,22155,83415,64688,251762,317272,28572,226063,1171704,NA,27750,38777,37197,391782,30588,132291,27076,91496,105045,17522,84510,120209,115818,32261,123135,69051,105981,75909,238568,50274,49833,46701,224956,26667,49603,101479,230699,367874,303268,209056,395934,220188,196171,78541,140000,257224,360372,217591,1076813,89704,190291,233959,169307,164528,86899,241891,338377,1794236,590275,161688,792297,616599,605351,714542,933007,694577,1682600,1195810,1489768,64950,NA,870268,1097328,834434,839186,977421,2211156,9161239,1151969,3802909,659894,981725,1186288,5412429,2423925,3399421,2236222,598942,586733,3379023,3755388,3045683,11648798,15558949,9423391,5398052,5401606,57948548,19415896,12996937,10086446,8466480,14750262,22619274,61392858,25636823,14148395,37911466,20502138,4627282,73104120,57316439,82522138,24764488,67869171,108615928
tube.41,simulans,D. simulans,sim287,F,272,5,41,1.024666667,64.2355418818871,62.9852835833333,86.49998,155.93,216.42,NA,19636,39359,95917,73128,2023013,30542,70787,NA,29067,64070,44715,43387,112657,47218,166128,92728,83906,56245,34707,98785,114184,186446,29832,117691,45591,272588,110811,195618,28355,62307,38208,132797,99034,54898,109111,103158,651122,280837,145334,315871,209670,306924,192605,71835,281888,511060,545731,246882,29357,138607,281563,392380,376330,896093,390229,509231,2696050,965299,411043,1071069,1151220,1615443,697755,1389753,717461,1046120,1576045,2031835,171985,NA,1150124,2895838,2734395,994535,2041192,1913894,12982369,1443889,7294111,1002835,876912,3247975,2275743,5837692,4310002,8162740,1759055,3275092,12036291,9387193,5196673,14183882,23850551,9149202,14007830,15120962,71956906,25231918,20340148,16704835,11766259,20005784,22321197,48425102,32195254,39564873,52494796,42866356,7096321,67771557,57921306,125868661,63359165,86801638,116267137
tube.42,simulans,D. simulans,sim287,M,279,5,42,0.65,46.4028647969419,49.0314178333333,93.53094,84.26,143.81,NA,13732,25910,36602,20929,1206482,32306,45186,NA,55417,50480,58701,NA,56523,66575,130363,42098,75338,30377,39029,42721,163382,201409,20897,420243,101881,117709,112207,163677,30979,47853,42102,167962,170493,48617,49717,68913,404643,404758,177689,179239,229206,137180,172897,68200,296819,197041,204101,238708,22741,259982,117372,181129,158035,409362,588179,426782,2306433,793316,630526,710864,840461,656306,841174,1554049,677937,704896,2243142,1160710,718803,NA,950660,2769089,2317808,736914,1483326,1848571,2711869,883776,4826202,868338,859663,1932979,2608483,4279823,4359977,4271851,2100766,4468727,5677325,6634523,5577049,11885885,21389829,6465892,8136397,8850527,21574354,20996080,15868060,14577653,10644074,10398349,23483646,29487734,30046639,41811430,50735496,42950868,42974643,64894161,77293336,132244341,33711073,78968058,118362341
tube.43,virilis,D. virilis,vir00,F,286,5,43,2.020666667,74.2632739906746,67.9734259166667,128.64476,96.14,84.26,NA,32501,38567,87980,88348,430861,64775,102363,28580,97211,84880,54496,332376,307962,65353,133985,140160,86294,39301,82367,122164,81017,321023,93324,208338,82322,270155,166009,177906,164418,76068,167209,383282,325980,101635,389631,197609,687823,207845,162985,408322,329143,439348,267459,267832,893010,240399,258905,1108277,40427,98606,444100,219602,245337,554683,1280024,876214,13221179,1829343,1721952,1254436,1727931,808226,844170,4994885,1246525,1251620,2258823,2223512,301195,694973,2141084,2390261,4165416,1924498,1947866,1498369,1313807,1189321,8793313,1802770,1152461,9629323,8701860,6721129,5769480,9499230,4251996,13139480,11122620,9787419,10101401,22093605,17038590,11472112,38937542,17345491,8976748,29649605,35412339,5204994,16928525,31852346,23792277,54401946,52086812,94474744,78647481,73654517,66987224,62639092,67153727,185293756,43275760,121815376,192620346
tube.44,virilis,D. virilis,vir00,M,293,5,44,2.118666667,39.8019565848684,37.5107638875,93.53094,120.76,120.76,30477,37846,30136,93555,92163,107242,63122,153154,NA,112849,72110,69915,320159,184215,95958,145433,163616,110770,175623,99943,65251,133162,233039,79857,153015,66439,263026,116560,160780,62665,166159,145451,197086,341737,108220,431911,594618,559231,344753,143158,457024,255342,418824,219165,208856,488100,608439,1102408,692927,130116,269381,1137071,400258,383511,915952,1312630,1088044,11461607,2651010,1872393,1342359,1881016,3320365,938135,5496351,1513811,1045494,1871242,2288556,495342,2218527,2414270,2607404,3103586,1824249,2542773,1601932,2981581,2172654,6018229,1794706,2574116,6905936,16719566,6275448,8291747,9093205,4662805,13091174,9803270,8722297,7061426,20992502,19785923,10971885,28841696,15509538,21116723,46713325,48384675,7871733,21331832,33609229,22143091,65560835,54944889,76804912,80492030,83551787,40599039,67403802,94716122,179176817,56127418,126831985,196338636
tube.45,virilis,D. virilis,vir08,F,300,5,45,2.076666667,136.461060575132,144.966684041667,170.5195,96.14,531.64,23524,33351,22858,48966,41144,56788,72661,NA,NA,78319,34710,54844,679236,150478,79283,190996,67554,89235,34647,174584,63598,147286,383193,61676,233853,50925,123471,110865,146850,132482,54068,80422,268105,263891,84422,382361,224742,235994,289859,139064,327931,198658,350979,286024,85905,684390,176905,116719,453309,14817,131628,111161,141935,163748,248362,1224435,677721,3515384,1440819,694222,782506,1028703,355299,695983,4087620,714057,1886558,2197139,917703,1756880,NA,2613270,1448695,1884013,1243444,1702965,1896709,2448489,1394802,2664682,1058821,1016596,3787904,24724662,2424547,5701382,3365699,9040447,10482041,6853307,3749560,8788110,11990531,15262632,9274882,16397164,5715624,16489806,33345481,29256728,2174816,13930973,26378450,21307337,47945891,54306616,64379089,53439066,64369557,59684915,65899126,60777955,247754244,45025769,110020130,218360906
tube.46,virilis,D. virilis,vir08,M,307,5,46,2.018666667,95.0974792836574,93.5309375,135.9365,84.26,299.72,NA,59286,29707,70013,67713,54888,109602,95564,NA,74123,54770,76531,1121302,165028,58085,205799,118495,114458,53477,275887,72385,178028,408622,52582,277998,91246,105030,129278,135240,83171,65162,41156,364275,263266,79087,348436,1094842,268415,336386,140020,292583,331015,458688,220098,210629,999865,125669,279972,694723,94815,151927,321519,256657,229045,466895,1427151,1156045,3775493,2294011,1455863,1118701,1316996,917075,894432,4796814,717823,2086651,3813028,1571462,196565,NA,3338169,2220679,1780132,1779895,2662467,1547369,7941054,1906851,3117396,1715241,978562,5056402,11796625,5847071,4809827,2808909,13349981,8919470,9481143,7529108,8223776,12906205,18542861,4497190,20966737,12921679,56729890,36214563,43884848,6217824,19867620,34700018,23528330,42034386,68419294,45249389,68486021,90828771,61730671,56994062,62476340,273081203,69588243,145449456,219020216
